;Unnamed: 0;purpose;terms;interest_rate;risk_type_original;principal_amount;churn;company_id;disbursed_date;age;monthly_income;monthly_interest_rate;principal_amount_final;NPV;profit
261;621;Pay Off Debts;3;0.1025;B;9000.00000002;0;760;3;30.0;12678.0;0.008164846051901042;9222.25568938413;9052.00805339416;52.00805337416023
262;8136;Home Repairs and Improvement;3;0.1025;;9037.00000003;0;1094;1;32.0;;0.008164846051901042;9110.785713801275;9054.373865009191;17.37386497919033
263;6146;Home Repairs and Improvement;3;0.1025;B;16500.0;0;760;2;33.0;16000.0;0.008164846051901042;16770.53988744508;16563.50433466864;63.504334668639785
264;8030;Home Repairs and Improvement;3;0.6046;;2850.00000002;0;1125;3;;;0.04019293325673989;3207.6469160517295;3148.4320858690294;298.4320858490296
265;8168;Payment of Utilities;3;0.7031000000000001;R;8700.00000005;0;403;2;34.0;10285.0;0.04536995148060652;9507.34551854416;9389.975502547122;689.9755024971219
266;8936;Home Repairs and Improvement;3;0.1025;B;7209.00000005;0;407;3;36.0;14000.0;0.008164846051901042;7387.026807231508;7250.6584508029;41.658450752899626
267;11234;Calamity Fund;3;0.4557;B;5734.0;0;576;1;30.0;12400.0;0.03178527001205378;5916.256738249116;5879.624663802706;145.62466380270598
268;11533;School Expenses;3;0.7031000000000001;E;8000.00000004;0;576;2;56.0;21000.0;0.04536995148060652;8742.386683712235;8634.460232220787;634.460232180787
269;3906;School Expenses;3;1.02;R;5000.00000005;0;119;2;;24500.0;0.06034195937680953;5621.6253541314745;5552.225303774958;552.2253037249575
270;1308;Home Repairs and Improvement;3;0.4557;B;8000.0;0;576;1;32.0;;0.03178527001205378;8254.28216009643;8203.173580471164;203.1735804711643
271;14232;Medical Outpatient Expenses;3;0.4557;B;10000.00000004;0;760;3;;10000.0;0.03178527001205378;10984.188329758093;10781.41450094715;781.4145009071508
272;370;Home Repairs and Improvement;3;0.4557;B;32000.00000004;0;1008;3;35.0;18000.0;0.03178527001205378;35149.40265512924;34500.526402936004;2500.5264028960046
273;14430;Life Events;3;0.1025;A;6911.00000005;0;760;1;30.0;33197.0;0.008164846051901042;6967.427251115097;6924.286575337336;13.286575287335836
274;14320;Payment of Utilities;3;1.02;E;8500.00000001;0;760;1;32.0;15000.0;0.06034195937680953;9012.906654713484;8957.100850104045;457.1008500940443
275;15455;Payment of Utilities;3;0.6047;E;7500.0;0;967;2;41.0;14000.0;0.0401983352428148;8115.094324814425;8014.911918604075;514.9119186040753
276;10365;Calamity Fund;3;0.6046;;5569.00000007;0;1125;3;23.0;15979.0;0.04019293325673989;6267.854623014478;6152.1467671235;583.1467670534994
277;9597;Life Events;3;0.7031000000000001;D;4900.00000005;0;414;2;44.0;15000.0;0.04536995148060652;5354.711843801611;5288.6068922627555;388.60689221275516
278;8485;Home Repairs and Improvement;3;0.6046;C;9969.00000001;0;967;1;42.0;20000.0;0.04019293325673989;10369.683351646843;10305.476703874549;336.47670386454774
279;10509;Motorbike Purchase;3;0.7031000000000001;;7299.00000002;0;1157;2;33.0;;0.04536995148060652;7976.335050533926;7877.8656543546385;578.8656543346387
280;12283;Home Repairs and Improvement;3;0.1025;B;9096.0;0;760;2;26.0;29000.0;0.008164846051901042;9245.141261587905;9131.008207766421;35.00820776642104
281;14548;Purchase of Household Appliances & Furniture;3;0.7031000000000001;R;8100.00000006;0;576;1;41.0;18000.0;0.04536995148060652;8467.496607055635;8415.067853570508;315.06785351050803
282;9185;Home Repairs and Improvement;3;0.6047;C;10000.00000005;0;576;3;29.0;12288.0;0.0401983352428148;11255.076809403447;11047.302238384756;1047.302238334756
284;128;Home Repairs and Improvement;3;0.3054;C;15000.00000005;0;382;2;38.0;;0.022457584171545086;15681.292671500956;15487.704085904865;487.7040858548644
285;2080;Life Events;3;1.33;R;13000.00000004;0;760;1;30.0;18805.0;0.07303278993199691;13949.426269158881;13863.054692639407;863.0546925994076
286;15194;School Expenses;3;1.33;C;5400.00000005;0;119;3;;15036.0;0.07303278993199691;6671.642092945163;6548.480110372661;1148.480110322661
287;14559;Hospitalization In-patient Expenses;3;0.7031000000000001;E;9000.00000005;0;576;2;30.0;18000.0;0.04536995148060652;9835.18501918173;9713.767761253783;713.7677612037824
288;310;School Expenses;3;0.3054;C;7700.00000002;0;760;3;22.0;15798.0;0.022457584171545086;8230.50773241005;8078.568279456805;378.5682794368049
289;5390;Medical Outpatient Expenses;3;0.6046;C;6992.00000004;0;690;1;34.0;25778.0;0.04019293325673989;7273.028989372732;7227.996099290878;235.99609925087861
290;6133;Payment of Utilities;3;0.1025;B;3765.00000001;0;760;1;45.0;9837.0;0.008164846051901042;3795.740645395489;3772.238309365606;7.238309355605907
292;87;Education / Tuition Fee;3;0.4557;B;6420.50000005;0;760;3;34.0;18000.0;0.03178527001205378;7052.398117147896;6922.207180359337;501.70718030933676
293;3356;Home Repairs and Improvement;3;0.3054;B;18000.0;0;384;2;33.0;15168.0;0.022457584171545086;18817.551205738422;18585.244903023886;585.2449030238859
294;4751;Business;3;0.1025;D;2863.5;0;119;2;46.0;25000.0;0.008164846051901042;2910.4509677393326;2874.520888625676;11.02088862567598
295;911;Home Repairs and Improvement;3;0.3054;A;36700.00000007;0;210;3;37.0;14325.0;0.022457584171545086;39228.523867433825;38504.344916345486;1804.3449162754841
296;6499;Personal Vacation;3;0.7031000000000001;R;10000.00000006;0;760;1;29.0;18320.0;0.04536995148060652;10453.699514868787;10388.972658714401;388.97265865440204
297;10686;Payment of Utilities;3;0.6047;C;7400.0;0;690;2;30.0;12000.0;0.0401983352428148;8006.893067150232;7908.046426356021;508.0464263560207
298;9761;Calamity Fund;3;0.3054;A;5600.00000004;0;1084;1;28.0;25927.0;0.022457584171545086;5725.76247140155;5690.309892787303;90.30989274730382
299;11287;Education / Tuition Fee;3;0.1025;B;7583.00000001;0;576;2;29.0;16325.0;0.008164846051901042;7707.333573737196;7612.185052724723;29.185052714723497
300;6462;Personal Vacation;3;0.6047;F;16100.00000003;0;760;1;35.0;29948.0;0.0401983352428148;16747.193197440523;16643.4985041371;543.4985041070995
301;4566;Hospitalization In-patient Expenses;3;0.1025;B;5535.50000001;0;576;2;46.0;;0.008164846051901042;5626.262033158784;5556.8047421044785;21.30474209447857
302;14557;Payment of Utilities;3;0.4557;B;7318.00000003;0;576;2;21.0;20000.0;0.03178527001205378;7790.602612134467;7694.426118766336;376.4261187363363
303;8740;Purchase of Household Appliances & Furniture;3;0.7031000000000001;D;8000.00000004;0;898;2;;10220.0;0.04536995148060652;8742.386683712235;8634.460232220787;634.460232180787
304;10443;Payment of Utilities;3;0.1025;AA;5040.00000001;0;1082;1;21.0;15000.0;0.008164846051901042;5081.150824111663;5049.6895296653065;9.689529655306615
306;8162;Home Repairs and Improvement;3;0.5550999999999999;A;5000.00000003;0;1084;2;35.0;16007.0;0.03748030279752479;5381.826893496509;5315.387201434102;315.3872014041026
309;12927;Home Repairs and Improvement;3;0.6047;C;7200.00000001;0;407;3;46.0;16000.0;0.0401983352428148;8103.655302741218;7954.057611608301;754.0576115983013
310;10466;Home Repairs and Improvement;3;0.1025;AA;5460.0;0;1082;2;35.0;25000.0;0.008164846051901042;5549.524108209099;5481.014161653986;21.014161653985866
311;15173;Purchase of Household Appliances & Furniture;3;1.02;E;15500.0;0;1008;1;33.0;24000.0;0.06034195937680953;16435.30037034055;16333.53684428816;833.5368442881609
312;5854;Medical Outpatient Expenses;3;0.1025;B;10099.00000001;0;425;3;39.0;;0.008164846051901042;10348.395578552845;10157.358814568335;58.358814558334416
313;5915;Calamity Fund;3;0.1025;B;5223.50000002;0;690;2;36.0;10637.0;0.008164846051901042;5309.146369842714;5243.603932877147;20.1039328571469
314;5060;Hospitalization In-patient Expenses;3;0.4557;D;9500.0;0;787;3;28.0;32252.0;0.03178527001205378;10434.97891322845;10242.343775858824;742.3437758588243
316;4530;Calamity Fund;3;0.6046;B;4542.00000006;0;576;3;31.0;15000.0;0.04019293325673989;5111.976243086729;5017.606503194977;475.6065031349772
317;10299;Calamity Fund;3;0.3054;A;5321.00000004;0;1082;1;24.0;19000.0;0.022457584171545086;5440.496805417689;5406.810524916533;85.81052487653324
318;7399;Life Events;3;0.7031000000000001;R;8600.00000003;0;576;1;26.0;16929.0;0.04536995148060652;8990.181582764577;8934.516486471945;334.5164864419439
319;8519;Purchase of Household Appliances & Furniture;3;0.1025;B;16320.0;0;1008;3;43.0;19000.0;0.008164846051901042;16723.023650046063;16414.30793678494;94.30793678493865
320;3628;Purchase of Household Appliances & Furniture;3;0.7031000000000001;F;14000.00000005;0;550;3;34.0;15370.0;0.04536995148060652;15993.299600886838;15698.054973060634;1698.054973010634
321;11477;Hospitalization In-patient Expenses;3;0.6046;;10000.00000003;0;760;1;27.0;;0.04019293325673989;10401.929332598605;10337.523025273475;337.52302524347397
322;4489;Payment of Utilities;3;0.5550999999999999;A;15650.00000005;0;576;1;44.0;20584.0;0.03748030279752479;16236.566738833137;16136.033724826875;486.0337247768748
323;11253;Medical Outpatient Expenses;3;0.6046;C;5732.00000006;0;576;2;;13366.0;0.04019293325673989;6202.031671758017;6125.466393352122;393.4663932921221
324;5224;Calamity Fund;3;0.4557;B;3419.50000001;0;690;3;42.0;17000.0;0.03178527001205378;3756.0431993567404;3686.704688594913;267.20468858491313
325;12660;Life Events;3;0.4557;B;5600.0;0;668;1;24.0;17944.0;0.03178527001205378;5777.997512067501;5742.2215063298145;142.22150632981447
326;10407;Payment of Utilities;3;0.4557;B;6000.00000004;0;760;3;;15758.0;0.03178527001205378;6590.512997872431;6468.84870058554;468.84870054554085
327;2915;Pay Off Debts;3;1.02;B;18000.00000002;0;401;1;25.0;22000.0;0.06034195937680953;19086.15526880378;18967.97827080733;967.9782707873273
328;14347;Calamity Fund;3;0.6046;C;8979.0;0;760;1;51.0;12000.0;0.04019293325673989;9339.892347712268;9282.061924365207;303.06192436520723
329;15874;Life Events;3;1.33;R;5200.00000004;0;766;2;37.0;22518.0;0.07303278993199691;5987.2767150461295;5913.362628043298;713.3626280032986
330;1609;Calamity Fund;3;0.4557;A;7560.00000003;0;905;2;32.0;32625.0;0.03178527001205378;8048.231176240618;7948.874208508591;388.87420847859175
331;7368;Life Events;3;0.1941;A;42500.00000004;0;576;2;31.0;65908.0;0.014892535259124928;43775.29147034071;43234.877045501795;734.8770454617916
332;8565;Hospitalization In-patient Expenses;3;0.6046;;5484.00000003;0;1158;2;29.0;18300.0;0.04019293325673989;5933.6953398030355;5860.442725222465;376.44272519246533
333;4743;Life Events;3;0.1025;C;4100.00000001;0;690;3;;15000.0;0.008164846051901042;4201.249814053682;4123.692557658234;23.69255764823447
334;5999;Payment of Utilities;3;0.6047;R;9800.00000006;0;576;3;35.0;15755.0;0.0401983352428148;11029.975273227757;10826.356193629212;1026.3561935692123
335;7013;Home Repairs and Improvement;3;0.7031000000000001;R;8500.0;0;760;3;47.0;47726.0;0.04536995148060652;9710.217614789472;9530.961947895632;1030.961947895632
336;14264;Life Events;3;1.33;R;8900.00000001;0;760;3;57.0;14250.0;0.07303278993199691;10995.854560505348;10792.865367007875;1892.865366997874
337;9378;Home Repairs and Improvement;3;0.4557;B;2826.00000003;0;1104;1;29.0;11920.0;0.03178527001205378;2915.8251730850175;2897.7710673322003;71.77106730220021
338;1176;Payment of Utilities;3;0.7031000000000001;F;8200.00000002;0;760;2;;14160.0;0.04536995148060652;8960.946350782093;8850.321738003642;650.3217379836424
339;6283;Education / Tuition Fee;3;0.7031000000000001;D;7926.50000002;0;760;3;54.0;14000.0;0.04536995148060652;9055.063520449758;8887.902338845333;961.4023388253336
340;1189;Payment of Utilities;3;0.7031000000000001;E;9500.00000003;0;760;3;25.0;16000.0;0.04536995148060652;10852.596157740152;10652.25158885817;1152.2515888281687
341;12328;Education / Tuition Fee;3;0.1025;B;5402.50000004;0;760;1;;31000.0;0.008164846051901042;5446.6105808357215;5412.8864452707685;10.386445230768913
342;10687;Payment of Utilities;3;0.6047;C;8200.00000004;0;690;3;38.0;14177.0;0.0401983352428148;9229.1629837097;9058.787835474395;858.7878354343957
343;116;Home Repairs and Improvement;3;0.4557;B;12300.00000004;0;760;3;34.0;11277.0;0.03178527001205378;13510.55164559235;13261.139836155076;961.1398361150768
344;4781;Calamity Fund;3;0.1025;B;8342.00000004;0;385;3;29.0;40000.0;0.008164846051901042;8548.006329004484;8390.205686845375;48.20568680537508
345;9837;Payment of Utilities;3;0.6047;F;8300.00000004;0;690;1;35.0;25800.0;0.0401983352428148;8633.64618255697;8580.188669860016;280.188669820016
346;10600;Calamity Fund;3;0.1025;A;5750.00000003;0;897;2;28.0;;0.008164846051901042;5844.279051715898;5772.130298475247;22.130298445247718
347;5921;Calamity Fund;3;0.1025;B;6183.00000002;0;425;1;25.0;9360.0;0.008164846051901042;6233.483243159068;6194.886976579292;11.886976559292634
349;10188;Calamity Fund;3;0.3054;A;6500.00000001;0;760;3;33.0;40413.0;0.022457584171545086;6947.8312026764515;6819.570625508264;319.57062549826423
350;6516;Medical Outpatient Expenses;3;0.6046;C;2394.00000002;0;119;3;36.0;16000.0;0.04019293325673989;2694.4234094870544;2644.68295213352;250.68295211352006
351;14365;Hospitalization In-patient Expenses;3;0.7031000000000001;F;6899.99999999;0;690;1;37.0;23992.0;0.04536995148060652;7213.0526652057315;7168.391134459537;268.39113446953706
353;10771;Home Repairs and Improvement;3;0.6047;C;11000.00000002;0;576;2;33.0;;0.0401983352428148;11902.138343082795;11755.204147307348;755.204147287348
354;3802;Home Repairs and Improvement;3;0.7031000000000001;R;5300.00000006;0;589;1;35.0;;0.04536995148060652;5540.460742909937;5506.1555091479295;206.1555090879292
355;2643;Personal Vacation;3;0.7031000000000001;R;6899.99999999;0;335;1;27.0;11023.0;0.04536995148060652;7213.0526652057315;7168.391134459537;268.39113446953706
356;8579;Home Repairs and Improvement;3;0.1025;AA;23516.00000005;0;1094;3;42.0;17100.0;0.008164846051901042;24096.729421281823;23651.891264844075;135.89126479407423
357;4629;Payment of Utilities;3;0.3054;A;6500.00000001;0;1114;1;25.0;17982.0;0.022457584171545086;6645.974297125267;6604.823982662533;104.82398265253323
358;337;Home Repairs and Improvement;3;0.3054;A;8991.00000001;0;760;2;44.0;16000.0;0.022457584171545086;9399.366827276797;9283.329829070757;292.3298290607563
361;7954;Others;3;0.7031000000000001;;9286.50000004;0;1124;2;;20000.0;0.04536995148060652;10148.27174227968;10022.98936830785;736.4893682678503
362;15198;School Expenses;3;1.33;R;5000.00000003;0;119;2;28.0;;0.07303278993199691;5756.996841380766;5685.925603878164;685.9256038481644
363;9495;Payment of Utilities;3;0.4557;C;6700.00000003;0;571;3;62.0;22641.0;0.03178527001205378;7359.406180941438;7223.547715638041;523.5477156080415
364;10512;Business;3;0.7031000000000001;;11100.00000003;0;967;1;27.0;;0.04536995148060652;11603.606461466094;11531.759651134962;431.75965110496145
365;1306;Business;3;0.4557;R;5600.0;0;380;1;37.0;;0.03178527001205378;5777.997512067501;5742.2215063298145;142.22150632981447
366;1124;Home Repairs and Improvement;3;0.6047;C;8000.00000005;0;760;1;27.0;22700.0;0.0401983352428148;8321.58668199453;8270.06136855161;270.06136850160874
367;7880;Payment of Utilities;3;0.4557;;6433.00000002;0;414;3;37.0;10920.0;0.03178527001205378;7066.128352527086;6935.683948453122;502.68394843312217
368;4621;Hospitalization In-patient Expenses;3;0.3054;C;10126.00000004;0;967;3;;83608.0;0.022457584171545086;10823.65211668791;10623.84186985588;497.8418698158803
369;12048;Calamity Fund;3;0.4557;B;3723.00000003;0;760;2;34.0;15000.0;0.03178527001205378;3963.4344800616886;3914.50511619028;191.50511616028007
370;8004;Education / Tuition Fee;3;0.6046;;6185.00000004;0;425;3;30.0;20000.0;0.04019293325673989;6961.156552901414;6832.649982838327;647.6499827983271
371;9156;Business;3;0.4557;B;14000.00000003;0;412;3;26.0;22000.0;0.03178527001205378;15377.863661632773;15093.98030129798;1093.9803012679786
372;1581;Life Events;3;0.6047;F;7500.0;0;967;3;44.0;19000.0;0.0401983352428148;8441.307607010378;8285.47667874714;785.4766787471399
373;2210;Others;3;0.1025;B;10000.00000005;0;898;1;;24000.0;0.008164846051901042;10081.648460569419;10019.22525730265;19.225257252650408
375;8002;Education / Tuition Fee;3;0.6046;;4828.00000005;0;1125;1;30.0;11468.0;0.04019293325673989;5022.051481815551;4990.956116638749;162.95611658874896
376;12032;Calamity Fund;3;0.4557;B;9000.00000003;0;967;2;24.0;23363.0;0.03178527001205378;9581.227590756558;9462.945486313745;462.9454862837447
377;4333;Home Repairs and Improvement;3;0.4557;;7625.00000005;0;1125;3;23.0;18000.0;0.03178527001205378;8375.443601461966;8220.828556993227;595.8285569432264
378;9170;Life Events;3;0.4557;B;10000.00000004;0;576;3;34.0;15766.0;0.03178527001205378;10984.188329758093;10781.41450094715;781.4145009071508
379;2138;Pay Off Debts;3;1.02;F;11500.00000003;0;307;2;25.0;22000.0;0.06034195937680953;12929.738314406824;12770.118198588018;1270.118198558017
380;13473;Car Purchase;3;0.1025;C;26500.00000005;0;576;3;35.0;15300.0;0.008164846051901042;27154.419529844166;26653.13482387387;153.13482382386792
381;12364;Payment of Utilities;3;0.1025;A;16320.0;0;1008;2;37.0;13680.0;0.008164846051901042;16587.588543218404;16382.811560108617;62.811560108617414
382;14425;Payment of Utilities;3;0.1025;AA;6460.00000002;0;760;1;42.0;15000.0;0.008164846051901042;6512.744905515444;6472.419516205188;12.419516185188513
383;10838;Personal Vacation;3;0.4557;B;7800.00000006;0;331;3;40.0;17999.0;0.03178527001205378;8567.666897242949;8409.50331076983;609.5033107098288
384;13267;Medical Outpatient Expenses;3;0.4557;B;18650.00000001;0;576;1;29.0;18000.0;0.03178527001205378;19242.795285735123;19123.648409483656;473.6484094736552
385;12132;Calamity Fund;3;0.3054;A;7944.50000005;0;760;1;47.0;35000.0;0.022457584171545086;8122.914277501964;8072.619097001849;128.1190969518484
386;12124;Payment of Utilities;3;0.3054;C;10000.00000003;0;760;2;43.0;11878.0;0.022457584171545086;10454.195114330487;10325.136057266469;325.13605723646833
387;7923;Medical Outpatient Expenses;3;0.6046;;6996.5;0;1173;1;28.0;10466.0;0.04019293325673989;7277.709857530781;7232.647984610889;236.14798461088867
388;11495;Home Repairs and Improvement;3;0.6046;;9000.00000004;0;760;3;26.0;17000.0;0.04019293325673989;10129.411313821503;9942.417113245036;942.417113205036
389;10191;Others;3;0.3054;C;9000.00000003;0;967;1;;18000.0;0.022457584171545086;9202.11825757458;9145.140899087615;145.14089905761466
390;9164;Purchase of Household Appliances & Furniture;3;0.4557;B;9300.00000005;0;576;3;25.0;15015.0;0.03178527001205378;10215.295146689088;10026.71548589465;726.7154858446502
391;2267;Life Events;3;0.6047;C;5900.00000006;0;589;1;47.0;12883.0;0.0401983352428148;6137.17017799502;6099.170259330717;199.170259270717
392;12901;Home Repairs and Improvement;3;1.33;R;7000.00000004;0;198;3;23.0;19000.0;0.07303278993199691;8648.424935268627;8488.77051341595;1488.77051337595
393;3683;Medical Outpatient Expenses;3;0.7031000000000001;D;7000.00000002;0;589;3;31.0;9619.0;0.04536995148060652;7996.649800437706;7849.02748652471;849.0274865047104
394;5420;Calamity Fund;3;0.3054;A;10337.00000002;0;425;3;27.0;15000.0;0.022457584171545086;11049.189406476145;10845.21562398567;508.2156239656706
395;101;Calamity Fund;3;0.4557;B;8870.00000002;0;760;3;;;0.03178527001205378;9742.975048478425;9563.114662323433;693.1146623034329
396;7629;Home Repairs and Improvement;3;0.6046;;4507.00000006;0;1157;1;44.0;46000.0;0.04019293325673989;4688.149550250539;4659.121627538803;152.12162747880302
397;1855;Payment of Utilities;3;0.1941;R;5000.00000002;0;395;1;28.0;18596.0;0.014892535259124928;5074.462676315922;5043.042793312443;43.04279329244309
398;8660;Home Repairs and Improvement;3;0.7031000000000001;R;9300.00000005;0;907;1;27.0;;0.04536995148060652;9721.940548821909;9661.744572598367;361.7445725483667
399;4684;Home Repairs and Improvement;3;0.4557;;4962.50000003;0;690;2;33.0;;0.03178527001205378;5282.982435473151;5217.762997328811;255.26299729881157
400;2921;Home Repairs and Improvement;6;0.10980000000000001;B;22000.00000001;0;407;2;31.0;25500.0;0.008719446407525977;22385.328274345702;22108.977074893217;108.97707488321612
401;4967;School Expenses;6;0.33299999999999996;C;13300.00000003;0;344;3;40.0;28314.0;0.024241839479260507;14290.886773276407;14027.069571574737;727.0695715447364
402;5571;Payment of Utilities;6;0.218;A;10400.00000001;0;198;2;39.0;9402.0;0.01656996473575134;10747.51072931994;10614.83063435882;214.83063434881842
404;14483;School Expenses;6;0.426;C;16500.0000001;0;425;1;;17053.0;0.030014393929439276;16995.23749993875;16890.006974477066;390.0069743770655
405;5867;Payment of Utilities;6;0.62;E;7000.00000005;0;741;3;34.0;11754.0;0.04102122565555377;7897.266495537839;7751.478849116826;751.4788490668252
406;14238;Payment of Utilities;6;0.426;C;15700.00000007;0;690;3;27.0;40000.0;0.030014393929439276;17156.53315160757;16839.8146275043;1139.8146274342998
407;16927;Medical Outpatient Expenses;6;0.426;C;26000.0000001;0;571;2;28.0;16590.0;0.030014393929439276;27584.170944353675;27243.63902840627;1243.6390283062683
408;11098;School Expenses;6;0.426;B;21000.00000002;0;122;2;;21000.0;0.030014393929439276;22279.52268575965;22004.477676726005;1004.477676706003
409;5243;Payment of Utilities;6;0.48100000000000004;B;12500.00000001;0;1125;2;26.0;16944.0;0.03326786180671859;13345.530928043529;13180.777772132846;680.7777721228449
410;6230;Business;6;0.48100000000000004;D;17456.00000004;0;760;1;28.0;;0.03326786180671859;18036.72379573941;17925.04463134764;469.04463130763907
411;1105;Home Repairs and Improvement;6;0.3243;C;15000.00000003;0;198;2;;23500.0;0.023683095323177694;15718.90619478807;15524.853262985005;524.8532629550045
412;1153;Home Repairs and Improvement;6;0.48100000000000004;C;18303.00000001;0;760;1;48.0;15656.0;0.03326786180671859;18911.901674658704;18794.803614057244;491.8036140472432
413;11698;Home Repairs and Improvement;6;0.33299999999999996;B;29500.00000005;0;425;2;;14006.0;0.024241839479260507;30947.604699378302;30565.550544351416;1065.5505443014154
414;13901;Others;6;0.218;A;40000.00000001;0;384;2;27.0;;0.01656996473575134;41336.5797281242;40826.271670581795;826.2716705717976
416;13851;Life Events;6;0.33299999999999996;B;14200.00000008;0;760;1;28.0;34000.0;0.024241839479260507;14544.234120687437;14454.179633425156;254.17963334515662
417;13148;Life Events;6;0.10980000000000001;A;11264.00000009;0;576;2;35.0;24000.0;0.008719446407525977;11461.288076551366;11319.796262430626;55.79626234062562
418;7543;Others;6;0.501;D;15000.0000001;0;403;2;48.0;13500.0;0.034423530363104415;16050.48060264003;15852.3343207554;852.3343206554
419;1267;Medical Outpatient Expenses;6;0.62;E;15000.0000001;0;425;1;34.0;28284.0;0.04102122565555377;15615.318384937409;15518.631995064696;518.631994964695
420;12464;Medical Outpatient Expenses;6;0.62;R;12000.00000008;0;84;3;42.0;19900.0;0.04102122565555377;13538.171135201275;13288.249455622516;1288.2494555425164
422;4001;Calamity Fund;6;0.10980000000000001;B;17499.00000001;0;385;1;33.0;15500.0;0.008719446407525977;17651.581592695384;17542.28713851457;43.28713850456916
423;16274;Others;6;0.705;R;30000.0000001;0;158;1;45.0;20000.0;0.045467087489495794;31364.012624789422;31169.81401302508;1169.8140129250787
424;13001;Medical Outpatient Expenses;6;0.705;B;11000.00000011;0;84;3;32.0;15959.0;0.045467087489495794;12569.667249982675;12337.62465578813;1337.6246556781298
425;7407;Home Repairs and Improvement;6;0.6343;;16000.00000003;0;1125;2;28.0;16274.0;0.04178391665682457;17365.0196641099;17150.645143715108;1150.6451436851075
426;14698;Medical Outpatient Expenses;6;0.426;D;12000.00000005;0;403;3;32.0;35000.0;0.030014393929439276;13113.273746447818;12871.195893630102;871.1958935801013
427;5949;Home Repairs and Improvement;6;0.218;C;11000.00000008;0;198;3;;;0.01656996473575134;11555.919484122996;11342.591200878038;342.5912007980387
428;921;Medical Outpatient Expenses;6;0.33299999999999996;B;20000.00000007;0;414;1;34.0;11340.0;0.024241839479260507;20484.836789656907;20357.999483653966;357.99948358396796
429;3283;Others;6;0.6343;C;15990.99999999;0;1125;3;37.0;15000.0;0.04178391665682457;18080.422236967323;17746.648239886817;1755.6482398968183
430;2862;Medical Outpatient Expenses;6;0.501;D;4800.00000002;0;198;1;31.0;20000.0;0.034423530363104415;4965.23294576359;4934.489387638895;134.4893876188953
431;3834;Home Repairs and Improvement;6;0.705;F;20000.00000012;0;403;1;37.0;;0.045467087489495794;20909.34174991537;20779.876008738796;779.8760086187976
432;5166;Home Repairs and Improvement;6;0.48100000000000004;B;14420.00000008;0;1125;3;;15600.0;0.03326786180671859;15907.576667318841;15613.914529425863;1193.9145293458641
433;3185;Home Repairs and Improvement;6;0.6343;C;15987.00000006;0;1125;3;31.0;13706.0;0.04178391665682457;18075.899587496853;17742.209080877543;1755.2090808175435
434;7675;Home Repairs and Improvement;6;0.705;R;21500.00000012;0;414;2;36.0;56000.0;0.045467087489495794;23499.530767142194;23209.424522798534;1709.4245226785351
435;9857;Medical Outpatient Expenses;6;0.6343;;12090.00000003;0;690;1;;15886.0;0.04178391665682457;12595.167552412264;12517.18122831276;427.18122828275955
437;4041;Home Repairs and Improvement;6;0.10980000000000001;B;9061.00000011;0;95;1;28.0;9935.0;0.008719446407525977;9140.006904009551;9083.414124459645;22.414124349645135
438;7468;Life Events;6;0.218;A;10500.00000002;0;414;2;35.0;22500.0;0.01656996473575134;10850.852178650557;10716.896313545454;216.8963135254544
440;1488;Medical Outpatient Expenses;6;0.33299999999999996;B;23000.00000007;0;760;1;;14500.0;0.024241839479260507;23557.562308094686;23411.699406191372;411.6994061213736
441;1341;School Expenses;6;0.501;D;10000.00000005;0;576;1;29.0;22000.0;0.034423530363104415;10344.235303682766;10280.186224256266;280.18622420626525
442;9959;Life Events;6;0.3243;;6800.0000001;0;690;3;;;0.023683095323177694;7294.667608780164;7160.004251185666;360.0042510856665
443;2745;Life Events;6;0.426;C;14400.00000001;0;414;2;35.0;16110.0;0.030014393929439276;15277.386984516963;15088.784692608226;688.7846925982249
444;9634;Home Repairs and Improvement;6;0.426;C;9000.0000001;0;198;1;41.0;22680.0;0.030014393929439276;9270.129545467955;9212.731077034021;212.73107693402017
445;12841;Home Repairs and Improvement;6;0.62;R;9000.00000007;0;198;1;25.0;35000.0;0.04102122565555377;9369.191030972856;9311.179197049163;311.17919697916295
447;975;Life Events;6;0.1425;A;34999.99999999;0;760;2;34.0;23250.0;0.011163421416801933;35785.80126838643;35344.018642610936;344.01864262093295
448;8447;Payment of Utilities;6;0.3243;;10400.00000003;0;571;3;47.0;18000.0;0.023683095323177694;11156.550460355427;10950.594736978042;550.5947369480418
449;15514;Life Events;6;0.501;R;20000.00000012;0;760;1;37.0;;0.034423530363104415;20688.470607386218;20560.37244853309;560.3724484130908
450;12467;Business;6;0.62;B;7000.00000005;0;84;3;30.0;26500.0;0.04102122565555377;7897.266495537839;7751.478849116826;751.4788490668252
451;15516;Personal Vacation;6;0.501;E;12000.00000012;0;589;1;35.0;15631.0;0.034423530363104415;12413.082364481385;12336.2234691692;336.2234690491987
452;9169;Medical Outpatient Expenses;6;0.426;C;21300.00000002;0;425;3;51.0;87167.0;0.030014393929439276;23276.06089986975;22846.372711119693;1546.3727110996915
453;10322;Payment of Utilities;6;0.218;A;8100.00000002;0;728;3;27.0;20816.0;0.01656996473575134;8509.35889281333;8352.271702424616;252.271702404616
454;12847;Others;6;0.62;R;14000.0000001;0;198;1;38.0;7140.0;0.04102122565555377;14574.297159281856;14484.056528733947;484.0565286339461
455;11800;Home Repairs and Improvement;6;0.6343;;11726.0000001;0;576;1;;16200.0;0.04178391665682457;12215.958206822104;12140.319858071374;414.3198579713735
